sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685169.1107514
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685208.1101732
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685208.1730301
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685208.1885815
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685209.1986253
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685209.2604175
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685210.1106896
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685210.1568465
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685210.2182884
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685211.1736782
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685211.2368622
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685211.2669868
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685212.1951659
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685213.1206565
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685213.2275846
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685214.2074502
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685215.1191533
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685215.1958835
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685215.2419922
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685215.2730525
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685216.160075
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685217.1763766
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685217.2228525
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685217.2694826
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685218.125392
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685218.2467053
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685219.1308773
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685219.161785
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685219.2400525
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685219.2885637
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685220.1877232
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685220.2026763
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685220.2339447
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685222.174072
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685222.282377
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685222.2975976
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685223.1375253
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685223.1375253
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685223.2449331
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685224.2401218
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685224.255944
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685225.1892653
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685225.2041306
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685225.2971892
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685225.3121042
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685226.1914973
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685227.2486658
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685228.1489024
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685228.3023858
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685229.15318
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685229.2013922
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685229.2167253
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685229.2478037
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685229.2634397
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685230.194449
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685230.2565653
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685231.1552327
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685231.326747
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685232.224273
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685232.255584
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685233.1547534
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685234.2094853
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685234.2713368
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685234.317683
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685235.1697326
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685235.2617428
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685235.2617428
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685236.2074065
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685236.2382603
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685236.3317351
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685237.1574676
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685237.2191894
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685238.1795177
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685238.287345
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685238.3184752
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685239.337592
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685240.2667904
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685241.1685636
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685241.2153602
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685241.2459176
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685241.2772005
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685242.1929471
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685242.3316793
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685243.2280924
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685243.274463
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685243.2901137
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685243.3516667
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685245.2484188
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685245.2791774
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685246.222615
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685246.2850564
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685246.3479989
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685246.363868
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685247.1722834
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685247.203006
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685247.2332277
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685248.2892795
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685248.3050294
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685249.2641122
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685250.2115712
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685251.1784678
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685251.224349
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685251.2397132
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685251.287239
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685251.3791263
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685252.309773
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685252.3557987
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685253.2694662
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685253.3004117
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685254.2160995
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685254.2935164
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685255.182013
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685255.2273386
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685255.2428308
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685255.3844452
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685257.2265978
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685257.2734156
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685257.3189332
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685257.3656707
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685258.2583396
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685259.1843853
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685259.3084311
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685260.303547
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685260.3345022
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685260.395942
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685261.2349849
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685261.2349849
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685261.2660034
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685262.1939359
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685262.289011
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685262.3196068
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685263.3778317
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685265.2488897
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685265.2488897
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685265.3259223
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685265.341911
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685266.2745383
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685266.3055227
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685266.3986828
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685268.19914
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685268.2921176
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685268.3545947
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685268.385247
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685269.2557566
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685269.2866547
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685269.3182158
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685269.4105747
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685271.2618356
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685271.339471
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685271.3554497
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685272.3317404
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685273.2136645
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685273.2603483
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685273.4179156
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685274.298915
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685274.3595834
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685274.3900375
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685275.3012483
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685276.226809
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685276.273897
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685276.3517628
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685277.3142467
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685277.4227657
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685278.2639484
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685278.3413763
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685279.2759023
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685279.3067276
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685279.401022
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685280.3616474
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685280.4238818
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685281.2371185
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685281.3603892
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685282.2651193
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685282.3119175
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685283.3205948
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685283.3533065
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685284.4116838
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685284.428299
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685285.2452123
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685285.291541
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685286.3234262
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685286.3548186
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685286.3699822
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685287.274054
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685287.3201764
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685287.3670988
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685288.2509537
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685289.413323
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685290.2991877
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685290.4381218
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685291.2874544
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685291.3348272
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685291.365934
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685291.3813436
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685292.3745658
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685292.4205596
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685293.2598445
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685293.3215203
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685293.4466949
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685294.3135803
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685294.375751
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685295.3034363
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685295.3355224
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685296.2638597
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685296.3873553
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685296.4347458
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685297.331271
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685297.4534678
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685298.381721
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685298.381721
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685299.344945
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685300.3190424
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685300.3190424
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685301.333759
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685301.3957815
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685301.3957815
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685301.4424381
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685301.4578297
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685302.2766597
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685302.3861487
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685303.3324835
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685303.3475745
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685305.33287
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685305.3480816
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685305.4102774
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685305.4557598
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685306.289686
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685306.3522522
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685306.459092
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685307.3427584
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685307.4046252
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685308.3938093
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685309.3504622
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685309.3665707
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685309.4593222
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685309.4747527
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685311.3351076
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685311.3502991
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685311.4116628
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685311.4116628
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685312.2957168
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685312.3736117
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685312.4056282
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685313.488204
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685314.3593552
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685314.420951
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685314.466705
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685315.3516467
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685315.382882
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685315.4138272
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685316.423201
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685316.5013232
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685317.3562453
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685318.302699
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685318.36534
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685318.36534
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685318.4751537
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685319.4250975
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685320.4340374
sensor_id: 6, tipo: humo, valor: True, timestamp: 1716685321.3959246
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685321.4279473
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685321.5054276
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685322.357217
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685323.3802648
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685323.4411068
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685324.311006
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685324.3717678
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685324.4333253
sensor_id: 9, tipo: humo, valor: False, timestamp: 1716685324.4800308
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685324.5112197
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685325.3625128
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685325.4091167
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685325.4392538
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685326.4419146
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685327.3247788
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685328.3644624
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685328.4414473
sensor_id: 4, tipo: humo, valor: False, timestamp: 1716685329.388023
sensor_id: 2, tipo: humo, valor: False, timestamp: 1716685329.388023
sensor_id: 10, tipo: humo, valor: False, timestamp: 1716685329.5144382
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685330.4474764
sensor_id: 8, tipo: humo, valor: False, timestamp: 1716685330.4474764
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685330.4937065
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685331.4233866
sensor_id: 3, tipo: humo, valor: False, timestamp: 1716685332.3705013
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685332.5223832
sensor_id: 1, tipo: humo, valor: False, timestamp: 1716685333.3303354
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685333.4548242
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685334.398895
sensor_id: 4, tipo: humo, valor: True, timestamp: 1716685334.398895
sensor_id: 7, tipo: humo, valor: False, timestamp: 1716685334.4446433
sensor_id: 5, tipo: humo, valor: False, timestamp: 1716685335.450112
sensor_id: 1, tipo: humo, valor: True, timestamp: 1716685336.3389804
sensor_id: 3, tipo: humo, valor: True, timestamp: 1716685336.3861122
sensor_id: 6, tipo: humo, valor: False, timestamp: 1716685336.432515
sensor_id: 9, tipo: humo, valor: True, timestamp: 1716685336.5090117
sensor_id: 2, tipo: humo, valor: True, timestamp: 1716685337.4050362
sensor_id: 10, tipo: humo, valor: True, timestamp: 1716685337.5279841
sensor_id: 7, tipo: humo, valor: True, timestamp: 1716685338.4466588
sensor_id: 5, tipo: humo, valor: True, timestamp: 1716685338.4619956
sensor_id: 8, tipo: humo, valor: True, timestamp: 1716685338.4619956
